customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,order_date,year,month,quarter,cost_price,profit,profit_margin,is_repeat_customer,clv,customer_segment,acquisition_cost,net_profit,discount_impact,revenue_bucket,cohort_month,retention_flag,age_group,purchase_frequency_days
2718,18,Female,Sunglasses,Accessories,62,Nebraska,XL,Beige,Winter,4.3,No,Free Shipping,No,19,Credit Card,Every 3 Months,2024-10-05 22:45:38,2024,10,2024Q4,42.54701001231768,19.45298998768232,31.375790302713423,1,651.0,Medium,15.79541857191256,3.6575714157697607,0.0,Medium,2024-10,1,Young Adult,90
2719,22,Female,Shorts,Clothing,90,Virginia,M,Peach,Winter,4.9,No,Next Day Air,No,10,Venmo,Bi-Weekly,2022-05-15 04:01:51,2022,5,2022Q2,64.24736281442631,25.75263718557369,28.6140413173041,1,540.0,High,6.413605257158712,19.33903192841498,0.0,Medium,2022-05,0,Young Adult,14
2720,69,Female,Hoodie,Clothing,82,Louisiana,S,Peach,Fall,4.2,No,Free Shipping,No,4,Bank Transfer,Monthly,2024-02-20 02:11:02,2024,2,2024Q1,49.23405488864133,32.76594511135867,39.95846964799837,1,246.0,High,14.50651489697744,18.25943021438123,0.0,Medium,2024-02,1,Senior,30
2721,55,Female,Scarf,Accessories,52,Maryland,M,Peach,Spring,2.8,No,Store Pickup,No,45,Bank Transfer,Quarterly,2024-04-12 22:13:04,2024,4,2024Q2,33.91137125098166,18.08862874901834,34.78582451734296,1,1222.0,Medium,9.29549101830738,8.793137730710962,0.0,Medium,2024-04,1,Middle-aged,90
2722,19,Female,Sandals,Footwear,70,Minnesota,S,Teal,Spring,4.9,No,Free Shipping,No,17,PayPal,Fortnightly,2024-04-30 10:09:36,2024,4,2024Q2,49.25591608964196,20.744083910358043,29.63440558622577,1,665.0,Medium,16.463663318297176,4.280420592060867,0.0,Medium,2024-04,1,Young Adult,14
2723,23,Female,Hat,Accessories,83,Maine,M,Green,Spring,2.8,No,2-Day Shipping,No,22,PayPal,Fortnightly,2022-04-03 13:24:03,2022,4,2022Q2,61.78878723798253,21.211212762017468,25.55567802652707,1,996.0,High,13.094237759027555,8.116975002989912,0.0,Medium,2022-04,0,Young Adult,14
2724,54,Female,Shoes,Footwear,49,Texas,XL,Brown,Summer,2.9,No,Store Pickup,No,3,PayPal,Every 3 Months,2022-01-03 02:22:40,2022,1,2022Q1,31.106735585474883,17.893264414525117,36.51686615209208,1,122.5,Medium,6.935551817156551,10.957712597368566,0.0,Low,2022-01,0,Middle-aged,90
2725,52,Female,Sneakers,Footwear,91,Missouri,M,Brown,Spring,2.5,No,Next Day Air,No,11,Debit Card,Fortnightly,2022-08-11 11:14:02,2022,8,2022Q3,64.55323736293128,26.44676263706872,29.062376524251334,1,591.5,High,12.89779171599854,13.548970921070175,0.0,Medium,2022-08,0,Middle-aged,14
2726,64,Female,Backpack,Accessories,99,Mississippi,S,Violet,Summer,2.7,No,Free Shipping,No,4,Debit Card,Annually,2024-09-27 00:24:59,2024,9,2024Q3,73.54630174093847,25.453698259061525,25.71080632228437,1,297.0,High,10.93605295050078,14.517645308560745,0.0,Medium,2024-09,1,Senior,365
2727,33,Female,Belt,Accessories,92,Michigan,L,Blue,Winter,3.3,No,Free Shipping,No,11,PayPal,Bi-Weekly,2024-04-20 18:07:54,2024,4,2024Q2,63.381148905615845,28.618851094384155,31.10744684172191,1,598.0,High,7.705339524224779,20.913511570159372,0.0,Medium,2024-04,1,Adult,14
2728,40,Female,Shirt,Clothing,87,Colorado,L,Charcoal,Winter,3.7,No,2-Day Shipping,No,47,Credit Card,Fortnightly,2024-04-04 14:52:30,2024,4,2024Q2,52.67121172585889,34.32878827414111,39.45837732659898,1,2131.5,High,17.622735860931847,16.706052413209264,0.0,Medium,2024-04,1,Adult,14
2729,26,Female,Skirt,Clothing,28,Florida,M,Pink,Winter,4.0,No,Express,No,17,Debit Card,Weekly,2024-01-09 23:37:28,2024,1,2024Q1,19.315901687407568,8.684098312592432,31.01463683068726,1,266.0,Low,5.165426727487043,3.5186715851053894,0.0,Low,2024-01,1,Young Adult,7
2730,31,Female,Gloves,Accessories,71,Montana,S,Violet,Summer,4.1,No,Free Shipping,No,32,Credit Card,Monthly,2024-06-23 09:42:13,2024,6,2024Q2,46.80951740596698,24.19048259403302,34.07110224511693,1,1207.0,Medium,9.68192415317159,14.508558440861432,0.0,Medium,2024-06,1,Young Adult,30
2731,23,Female,Gloves,Accessories,32,Wisconsin,M,Teal,Winter,4.1,No,Store Pickup,No,37,Bank Transfer,Annually,2024-05-23 04:06:04,2024,5,2024Q2,25.149757489288504,6.850242510711496,21.407007845973425,1,624.0,Low,5.188925572541401,1.6613169381700947,0.0,Low,2024-05,1,Young Adult,365
2732,52,Female,Handbag,Accessories,33,Wisconsin,M,Red,Summer,2.5,No,2-Day Shipping,No,44,Bank Transfer,Quarterly,2024-05-06 12:16:32,2024,5,2024Q2,20.62244834547696,12.377551654523042,37.50773228643346,1,759.0,Low,6.440104197592291,5.937447456930752,0.0,Low,2024-05,1,Middle-aged,90
2733,21,Female,Socks,Clothing,75,Delaware,L,Orange,Winter,4.2,No,Store Pickup,No,27,Debit Card,Every 3 Months,2024-01-16 13:22:24,2024,1,2024Q1,54.78713933260848,20.21286066739152,26.95048088985536,1,1087.5,High,9.456443287596215,10.756417379795302,0.0,Medium,2024-01,1,Young Adult,90
2734,31,Female,Backpack,Accessories,83,North Carolina,M,Magenta,Summer,4.7,No,Express,No,46,PayPal,Annually,2023-09-17 00:37:25,2023,9,2023Q3,50.67514812115272,32.32485187884728,38.94560467330997,1,1992.0,High,5.814067780840604,26.510784098006678,0.0,Medium,2023-09,1,Young Adult,365
2735,63,Female,Jeans,Clothing,93,New York,XL,Yellow,Summer,2.7,No,2-Day Shipping,No,13,Cash,Bi-Weekly,2023-07-10 15:06:43,2023,7,2023Q3,64.09877014331616,28.90122985668384,31.076591243746066,1,697.5,High,13.949457985357116,14.951771871326724,0.0,Medium,2023-07,1,Senior,14
2736,46,Female,Skirt,Clothing,29,California,M,Yellow,Spring,3.0,No,Express,No,2,PayPal,Bi-Weekly,2022-08-07 19:20:15,2022,8,2022Q3,20.61308102587647,8.386918974123532,28.920410255598384,1,58.0,Low,6.302943619792742,2.0839753543307893,0.0,Low,2022-08,0,Middle-aged,14
2737,44,Female,Hoodie,Clothing,25,Montana,M,Pink,Spring,4.8,No,Store Pickup,No,45,Credit Card,Annually,2024-12-29 17:58:06,2024,12,2024Q4,16.489774656584327,8.510225343415673,34.04090137366269,1,587.5,Low,15.525704510991428,-7.015479167575755,0.0,Low,2024-12,1,Adult,365
2738,57,Female,Jewelry,Accessories,76,North Carolina,S,Indigo,Spring,4.4,No,Free Shipping,No,35,Cash,Every 3 Months,2022-07-01 16:26:45,2022,7,2022Q3,52.51714965990984,23.48285034009016,30.898487289592317,1,1406.0,High,5.7896316894074165,17.693218650682745,0.0,Medium,2022-07,0,Middle-aged,90
2739,50,Female,Sneakers,Footwear,81,Ohio,M,Charcoal,Summer,4.3,No,2-Day Shipping,No,39,Venmo,Every 3 Months,2023-03-16 02:07:06,2023,3,2023Q1,51.24957147138903,29.750428528610968,36.72892410939625,1,1660.5,High,5.889633422016452,23.86079510659452,0.0,Medium,2023-03,1,Middle-aged,90
2740,33,Female,Shirt,Clothing,80,Alaska,XL,Blue,Winter,2.5,No,Store Pickup,No,39,Credit Card,Every 3 Months,2024-11-21 15:59:34,2024,11,2024Q4,52.86598159148858,27.134018408511416,33.91752301063927,1,1640.0,High,9.579888485498994,17.55412992301242,0.0,Medium,2024-11,1,Adult,90
2741,19,Female,Sunglasses,Accessories,70,Pennsylvania,M,Lavender,Summer,4.9,No,Free Shipping,No,34,Bank Transfer,Fortnightly,2023-04-11 21:32:56,2023,4,2023Q2,50.69548854874285,19.30451145125716,27.57787350179593,1,1260.0,Medium,18.448572874539163,0.8559385767179926,0.0,Medium,2023-04,1,Young Adult,14
2742,68,Female,Dress,Clothing,81,Maine,L,Yellow,Fall,4.9,No,2-Day Shipping,No,41,Venmo,Monthly,2023-09-29 22:12:41,2023,9,2023Q3,53.48916090495071,27.51083909504929,33.963998882776906,1,1741.5,High,14.620898730849747,12.889940364199544,0.0,Medium,2023-09,1,Senior,30
2743,27,Female,Shoes,Footwear,86,Texas,M,Black,Spring,3.9,No,Free Shipping,No,47,Debit Card,Annually,2024-02-07 08:18:12,2024,2,2024Q1,67.07558094863259,18.92441905136741,22.00513843182257,1,2107.0,High,16.55196937893379,2.3724496724336177,0.0,Medium,2024-02,1,Young Adult,365
2744,61,Female,Belt,Accessories,94,New Jersey,S,Beige,Fall,4.1,No,2-Day Shipping,No,17,Venmo,Quarterly,2022-06-01 14:45:07,2022,6,2022Q2,68.21405080365061,25.785949196349392,27.431860847180207,1,893.0,High,7.123281642156591,18.6626675541928,0.0,Medium,2022-06,0,Senior,90
2745,38,Female,Shirt,Clothing,66,Wyoming,M,Silver,Winter,3.3,No,Store Pickup,No,40,Credit Card,Monthly,2024-07-07 21:59:24,2024,7,2024Q3,45.390167043355,20.609832956645,31.227019631280307,1,1386.0,Medium,17.51188149870869,3.097951457936311,0.0,Medium,2024-07,1,Adult,30
2746,28,Female,Boots,Footwear,98,Michigan,M,Magenta,Summer,4.1,No,Standard,No,44,PayPal,Bi-Weekly,2023-06-26 16:17:13,2023,6,2023Q2,59.55963593686197,38.44036406313803,39.22486128891635,1,2254.0,High,5.122193722913528,33.3181703402245,0.0,Medium,2023-06,1,Young Adult,14
2747,39,Female,Hoodie,Clothing,25,Ohio,M,Orange,Fall,3.7,No,Standard,No,21,PayPal,Every 3 Months,2024-12-30 04:29:37,2024,12,2024Q4,17.497741676023356,7.502258323976644,30.00903329590658,1,287.5,Low,8.195860260995092,-0.6936019370184479,0.0,Low,2024-12,1,Adult,90
2748,18,Female,Jeans,Clothing,62,West Virginia,M,Teal,Winter,3.1,No,Free Shipping,No,21,Credit Card,Every 3 Months,2023-03-26 14:02:42,2023,3,2023Q1,46.68322540235111,15.316774597648887,24.704475157498205,1,713.0,Medium,14.241384817249902,1.0753897803989858,0.0,Medium,2023-03,1,Young Adult,90
2749,24,Female,Jacket,Outerwear,98,Virginia,L,Turquoise,Spring,3.0,No,Free Shipping,No,16,Venmo,Annually,2023-09-26 21:40:58,2023,9,2023Q3,64.0049289210433,33.9950710789567,34.68884803975173,1,882.0,High,10.628696128910756,23.366374950045945,0.0,Medium,2023-09,1,Young Adult,365
2750,64,Female,Jacket,Outerwear,53,Vermont,M,Cyan,Spring,3.4,No,Standard,No,15,Bank Transfer,Annually,2024-08-12 06:58:05,2024,8,2024Q3,40.35179983827694,12.64820016172306,23.86452860702464,1,450.5,Medium,19.762900875778453,-7.114700714055392,0.0,Medium,2024-08,1,Senior,365
2751,51,Female,Sandals,Footwear,66,Alaska,L,Pink,Spring,2.7,No,2-Day Shipping,No,26,PayPal,Every 3 Months,2023-05-21 14:01:41,2023,5,2023Q2,42.92384931187164,23.076150688128365,34.96386467898237,1,924.0,Medium,5.455088702274773,17.621061985853594,0.0,Medium,2023-05,1,Middle-aged,90
2752,27,Female,Dress,Clothing,52,Minnesota,S,Indigo,Fall,3.1,No,Free Shipping,No,50,Venmo,Monthly,2024-06-17 16:48:16,2024,6,2024Q2,39.76696243468832,12.233037565311676,23.525072240983995,1,1352.0,Medium,19.97897251904815,-7.745934953736473,0.0,Medium,2024-06,1,Young Adult,30
2753,48,Female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,No,Free Shipping,No,30,Venmo,Bi-Weekly,2024-05-18 17:10:04,2024,5,2024Q2,39.49143477262947,24.50856522737053,38.294633167766456,1,1024.0,Medium,14.35441749291974,10.154147734450792,0.0,Medium,2024-05,1,Middle-aged,14
2754,69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,No,Next Day Air,No,48,PayPal,Quarterly,2022-03-08 05:03:46,2022,3,2022Q1,45.62096776465455,13.379032235345448,22.676325822619404,1,1475.0,Medium,13.380604918941447,-0.0015726835959988,0.0,Medium,2022-03,0,Senior,90
2755,59,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,21,Venmo,Bi-Weekly,2022-06-08 00:59:32,2022,6,2022Q2,42.69007470138663,18.30992529861337,30.0162709813334,1,701.5,Medium,5.892686638459615,12.417238660153757,0.0,Medium,2022-06,0,Senior,14
2756,59,Female,Belt,Accessories,97,Nevada,M,Indigo,Winter,3.3,No,Store Pickup,No,18,Credit Card,Annually,2023-04-08 03:27:37,2023,4,2023Q2,63.952829238633086,33.047170761366914,34.069248207594754,1,970.0,High,9.09993314998836,23.947237611378554,0.0,Medium,2023-04,1,Senior,365
2757,42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,41,PayPal,Monthly,2023-03-23 07:11:30,2023,3,2023Q1,15.019520951909684,7.9804790480903165,34.697734991697025,1,494.5,Low,18.869940324373932,-10.88946127628362,0.0,Low,2023-03,1,Adult,30
2758,39,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,Next Day Air,No,11,Venmo,Monthly,2022-12-04 14:22:17,2022,12,2022Q4,67.26740695503511,30.732593044964887,31.35978882139274,1,637.0,High,10.313690047838664,20.418902997126224,0.0,Medium,2022-12,0,Adult,30
2759,32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Standard,No,8,Bank Transfer,Bi-Weekly,2022-04-06 03:40:52,2022,4,2022Q2,78.38137016283144,19.618629837168555,20.0190100379271,1,490.0,High,14.924798007008764,4.693831830159791,0.0,Medium,2022-04,0,Adult,14
2760,68,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,42,Cash,Every 3 Months,2023-08-28 06:40:19,2023,8,2023Q3,37.99986324256347,21.00013675743653,35.593452131248355,1,1298.0,Medium,19.992445256280824,1.0076915011557048,0.0,Medium,2023-08,1,Senior,90
2761,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Next Day Air,No,41,Credit Card,Bi-Weekly,2024-11-29 11:12:48,2024,11,2024Q4,50.8927530416156,31.1072469583844,37.93566702242,1,1763.0,High,8.946045707503117,22.161201250881284,0.0,Medium,2024-11,1,Adult,14
2762,31,Female,Sneakers,Footwear,82,Michigan,M,Purple,Fall,3.4,No,Next Day Air,No,3,Credit Card,Every 3 Months,2024-10-25 08:24:41,2024,10,2024Q4,58.79457676698606,23.20542323301394,28.299296625626752,1,205.0,High,13.641213185217406,9.564210047796532,0.0,Medium,2024-10,1,Young Adult,90
2763,58,Female,T-shirt,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,Store Pickup,No,10,Debit Card,Every 3 Months,2023-12-08 19:46:12,2023,12,2023Q4,28.606048224810102,12.393951775189894,30.229150671194866,1,246.0,Low,15.446566890533198,-3.052615115343304,0.0,Low,2023-12,1,Senior,90
2764,28,Female,Handbag,Accessories,52,West Virginia,M,Green,Fall,2.9,No,2-Day Shipping,No,35,Venmo,Quarterly,2024-07-09 14:02:11,2024,7,2024Q3,36.6516412190584,15.348358780941602,29.516074578733853,1,962.0,Medium,7.469408698481228,7.878950082460374,0.0,Medium,2024-07,1,Young Adult,90
2765,63,Female,Sweater,Clothing,41,Arizona,XL,White,Spring,2.6,No,Next Day Air,No,2,Debit Card,Weekly,2023-02-26 12:59:49,2023,2,2023Q1,30.06887042396918,10.93112957603082,26.661291648855656,1,82.0,Low,7.230088455442731,3.701041120588089,0.0,Low,2023-02,1,Senior,7
2766,64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,24,Credit Card,Quarterly,2022-11-03 17:52:25,2022,11,2022Q4,45.74001697818909,24.25998302181091,34.65711860258702,1,910.0,Medium,11.8446186748726,12.415364346938311,0.0,Medium,2022-11,0,Senior,90
2767,66,Female,Dress,Clothing,91,Tennessee,M,Cyan,Winter,2.8,No,Standard,No,47,Credit Card,Monthly,2024-06-18 19:56:51,2024,6,2024Q2,71.17410291598677,19.825897084013235,21.786700092322235,1,2229.5,High,10.78718782638934,9.038709257623896,0.0,Medium,2024-06,1,Senior,30
2768,31,Female,Dress,Clothing,95,Iowa,M,Green,Spring,4.5,No,Free Shipping,No,31,Cash,Monthly,2024-07-13 05:09:17,2024,7,2024Q3,65.27776925632352,29.72223074367648,31.28655867755419,1,1567.5,High,15.713231552859709,14.00899919081677,0.0,Medium,2024-07,1,Young Adult,30
2769,55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,2-Day Shipping,No,28,PayPal,Bi-Weekly,2023-04-02 19:15:50,2023,4,2023Q2,15.645430975712308,9.354569024287692,37.41827609715077,1,375.0,Low,6.042631571728794,3.311937452558899,0.0,Low,2023-04,1,Middle-aged,14
2770,32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,No,Standard,No,13,Cash,Weekly,2022-06-06 02:23:30,2022,6,2022Q2,66.6129178698642,22.387082130135795,25.15402486532112,1,667.5,High,19.582499356110358,2.804582774025441,0.0,Medium,2022-06,0,Adult,7
2771,50,Female,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,No,Express,No,22,Bank Transfer,Quarterly,2023-06-19 19:04:24,2023,6,2023Q2,32.05931830303708,11.94068169696292,27.137912947643,1,528.0,Low,5.214154725287486,6.726526971675433,0.0,Low,2023-06,1,Middle-aged,90
2772,58,Female,Jacket,Outerwear,52,Maryland,S,Beige,Summer,3.1,No,2-Day Shipping,No,12,Bank Transfer,Fortnightly,2022-12-16 10:09:39,2022,12,2022Q4,34.483731385833984,17.516268614166016,33.68513195031927,1,364.0,Medium,14.019752365042269,3.496516249123749,0.0,Medium,2022-12,0,Senior,14
2773,18,Female,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,No,Store Pickup,No,10,Bank Transfer,Every 3 Months,2024-02-11 03:36:37,2024,2,2024Q1,68.08455201184012,25.915447988159883,27.569625519319025,1,564.0,High,13.439488938010824,12.475959050149058,0.0,Medium,2024-02,1,Young Adult,90
2774,39,Female,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,No,Express,No,45,Bank Transfer,Quarterly,2022-05-13 03:19:17,2022,5,2022Q2,63.109294344831945,34.890705655168055,35.602760872620465,1,2303.0,High,7.020735963045887,27.86996969212217,0.0,Medium,2022-05,0,Adult,90
2775,56,Female,Boots,Footwear,40,Oklahoma,L,Yellow,Fall,4.1,No,Standard,No,42,Credit Card,Quarterly,2022-11-18 19:25:33,2022,11,2022Q4,27.55871487472424,12.441285125275762,31.10321281318941,1,880.0,Low,7.263739740702947,5.177545384572815,0.0,Low,2022-11,0,Middle-aged,90
2776,37,Female,Socks,Clothing,25,Montana,L,Red,Fall,3.6,No,Free Shipping,No,16,Debit Card,Weekly,2024-03-29 23:37:31,2024,3,2024Q1,19.497062610836625,5.502937389163375,22.0117495566535,1,225.0,Low,16.8901623169194,-11.387224927756026,0.0,Low,2024-03,1,Adult,7
2777,46,Female,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,No,Free Shipping,No,6,Bank Transfer,Annually,2022-11-12 15:08:27,2022,11,2022Q4,38.85582449119329,23.14417550880671,37.329315336785015,1,248.0,Medium,18.313436876190245,4.830738632616466,0.0,Medium,2022-11,0,Middle-aged,365
2778,52,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,Standard,No,28,Credit Card,Every 3 Months,2023-05-30 16:54:19,2023,5,2023Q2,16.256142959939815,7.743857040060185,32.26607100025077,1,360.0,Low,9.245254488256544,-1.501397448196359,0.0,Low,2023-05,1,Middle-aged,90
2779,70,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,24,Credit Card,Bi-Weekly,2022-03-10 08:32:30,2022,3,2022Q1,43.56102364181196,13.438976358188045,23.577151505593054,1,741.0,Medium,11.569459459438526,1.8695168987495163,0.0,Medium,2022-03,0,Senior,14
2780,61,Female,Sunglasses,Accessories,66,Montana,L,Blue,Winter,4.3,No,Express,No,14,Credit Card,Fortnightly,2024-03-24 21:49:07,2024,3,2024Q1,52.39727987216156,13.602720127838444,20.610182011876432,1,528.0,Medium,10.324925615575305,3.2777945122631422,0.0,Medium,2024-03,1,Senior,14
2781,33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,Next Day Air,No,29,PayPal,Fortnightly,2022-02-05 01:17:11,2022,2,2022Q1,48.35496590990515,21.645034090094853,30.92147727156408,1,1085.0,Medium,6.088205194799778,15.556828895295077,0.0,Medium,2022-02,0,Adult,14
2782,65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,No,Standard,No,33,PayPal,Weekly,2022-06-14 13:30:00,2022,6,2022Q2,27.354597037118108,11.645402962881892,29.86000759713306,1,682.5,Low,15.098063690237142,-3.4526607273552496,0.0,Low,2022-06,0,Senior,7
2783,41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,Free Shipping,No,30,PayPal,Annually,2024-08-08 04:37:55,2024,8,2024Q3,24.29076934012964,9.709230659870364,28.5565607643246,1,544.0,Low,17.37789402208535,-7.668663362214986,0.0,Low,2024-08,1,Adult,365
2784,19,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,No,Next Day Air,No,26,Credit Card,Quarterly,2023-10-29 05:57:40,2023,10,2023Q4,29.8858458764162,8.114154123583798,21.353037167325787,1,532.0,Low,9.573190360868107,-1.4590362372843089,0.0,Low,2023-10,1,Young Adult,90
2785,33,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,No,Express,No,12,PayPal,Every 3 Months,2022-11-18 00:43:09,2022,11,2022Q4,54.01489507367842,15.985104926321576,22.8358641804594,1,490.0,Medium,19.852636904460773,-3.8675319781391977,0.0,Medium,2022-11,0,Adult,90
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,Next Day Air,No,13,Bank Transfer,Monthly,2022-03-16 08:25:59,2022,3,2022Q1,50.72961799394631,29.27038200605369,36.58797750756712,1,600.0,High,6.137773359235323,23.13260864681837,0.0,Medium,2022-03,0,Middle-aged,30
2787,54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,Next Day Air,No,41,Debit Card,Every 3 Months,2023-10-26 09:05:45,2023,10,2023Q4,35.054929742040166,15.945070257959834,31.264843643058494,1,1096.5,Medium,14.926860707217816,1.0182095507420197,0.0,Medium,2023-10,1,Middle-aged,90
2788,36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,Next Day Air,No,4,Venmo,Fortnightly,2022-02-16 13:58:53,2022,2,2022Q1,54.731206765503536,24.268793234496464,30.719991436071474,1,237.0,High,11.723420217891334,12.54537301660513,0.0,Medium,2022-02,0,Adult,14
2789,56,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,2,Credit Card,Annually,2022-09-08 10:07:17,2022,9,2022Q3,69.71936845433713,22.28063154566287,24.21807776702486,1,184.0,High,11.69902851659984,10.581603029063032,0.0,Medium,2022-09,0,Middle-aged,365
2790,28,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5.0,No,Express,No,28,Credit Card,Bi-Weekly,2023-08-05 21:25:47,2023,8,2023Q3,61.2491790042924,23.7508209957076,27.94214234789129,1,1275.0,High,11.864684240503104,11.886136755204497,0.0,Medium,2023-08,1,Young Adult,14
2791,34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,No,Free Shipping,No,24,Debit Card,Annually,2022-01-01 05:27:55,2022,1,2022Q1,46.04317782156557,16.956822178434436,26.91559075941974,1,819.0,Medium,8.880226607021427,8.076595571413009,0.0,Medium,2022-01,0,Adult,365
2792,43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,Express,No,14,Venmo,Fortnightly,2022-10-20 03:03:41,2022,10,2022Q4,47.97839889198741,12.02160110801259,20.036001846687647,1,480.0,Medium,15.733442409983486,-3.711841301970896,0.0,Medium,2022-10,0,Adult,14
2793,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,Express,No,11,Credit Card,Weekly,2022-10-30 11:16:25,2022,10,2022Q4,27.059648382536118,16.940351617463886,38.50079913059974,1,286.0,Low,15.823647891275405,1.116703726188483,0.0,Low,2022-10,0,Middle-aged,7
2794,37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Standard,No,27,Debit Card,Bi-Weekly,2024-12-27 03:02:39,2024,12,2024Q4,36.74231198828456,20.257688011715445,35.53980352932534,1,826.5,Medium,9.235956651587404,11.02173136012804,0.0,Medium,2024-12,1,Adult,14
2795,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Standard,No,7,Cash,Fortnightly,2023-04-13 04:33:57,2023,4,2023Q2,16.357900499383426,7.642099500616574,31.84208125256906,1,108.0,Low,17.52959691287675,-9.887497412260178,0.0,Low,2023-04,1,Adult,14
2796,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,Store Pickup,No,49,PayPal,Annually,2023-09-01 10:41:45,2023,9,2023Q3,23.43447682134221,11.565523178657788,33.04435193902225,1,892.5,Low,9.75267415475495,1.8128490239028388,0.0,Low,2023-09,1,Adult,365
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Store Pickup,No,21,Cash,Annually,2022-02-21 16:05:44,2022,2,2022Q1,44.11602519566596,28.883974804334045,39.56708877306034,1,839.5,Medium,15.876396859798133,13.007577944535912,0.0,Medium,2022-02,0,Middle-aged,365
2798,63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,No,Express,No,10,Venmo,Every 3 Months,2024-06-20 16:41:41,2024,6,2024Q2,25.970931894357875,16.029068105642125,38.16444787057649,1,252.0,Low,6.814996512680996,9.21407159296113,0.0,Low,2024-06,1,Senior,90
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Store Pickup,No,37,PayPal,Weekly,2022-05-23 11:27:39,2022,5,2022Q2,14.723813165614306,5.276186834385694,26.380934171928477,1,390.0,Low,7.530524642056185,-2.254337807670491,0.0,Low,2022-05,0,Middle-aged,7
2800,23,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,No,Free Shipping,No,9,Bank Transfer,Every 3 Months,2022-01-07 13:14:48,2022,1,2022Q1,69.05197544785358,19.94802455214642,22.413510732748787,1,489.5,High,9.736934667623768,10.211089884522654,0.0,Medium,2022-01,0,Young Adult,90
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,14,Cash,Bi-Weekly,2024-07-24 14:33:16,2024,7,2024Q3,53.41625057124286,22.583749428757137,29.71545977468044,1,608.0,High,13.908106515017922,8.675642913739216,0.0,Medium,2024-07,1,Senior,14
2802,64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,No,Express,No,30,PayPal,Annually,2023-04-10 06:36:19,2023,4,2023Q2,39.63894009055269,16.361059909447313,29.216178409727345,1,896.0,Medium,14.682672282180487,1.678387627266824,0.0,Medium,2023-04,1,Senior,365
2803,22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,42,Credit Card,Fortnightly,2022-04-28 11:53:27,2022,4,2022Q2,65.10186865664758,34.89813134335242,34.89813134335242,1,2200.0,High,10.945342579512122,23.952788763840296,0.0,Medium,2022-04,0,Young Adult,14
